SHEDID,time,RT,LEASE,date1,week_day
89,2015/10/29,5,5,2015-10-29,4
89,2015/10/30,5,5,2015-10-30,5
89,2015/10/31,5,5,2015-10-31,6
90,2015/9/1,25,27,2015-09-01,2
90,2015/9/2,25,27,2015-09-02,3
90,2015/9/3,25,27,2015-09-03,4
90,2015/9/4,25,27,2015-09-04,5
90,2015/9/5,25,27,2015-09-05,6
90,2015/9/6,25,27,2015-09-06,7
90,2015/9/7,25,27,2015-09-07,1
90,2015/9/8,25,27,2015-09-08,2
90,2015/9/9,25,27,2015-09-09,3
90,2015/9/10,25,27,2015-09-10,4
90,2015/9/11,25,27,2015-09-11,5
90,2015/9/12,25,27,2015-09-12,6
90,2015/9/13,25,27,2015-09-13,7
90,2015/9/14,25,27,2015-09-14,1
90,2015/9/15,25,27,2015-09-15,2
90,2015/9/16,25,27,2015-09-16,3
90,2015/9/17,25,27,2015-09-17,4
90,2015/9/18,25,27,2015-09-18,5
90,2015/9/19,25,27,2015-09-19,6
90,2015/9/20,25,27,2015-09-20,7
90,2015/9/21,25,27,2015-09-21,1
90,2015/9/22,25,27,2015-09-22,2
90,2015/9/23,25,27,2015-09-23,3
90,2015/9/24,25,27,2015-09-24,4
90,2015/9/25,25,27,2015-09-25,5
90,2015/9/26,25,27,2015-09-26,6
90,2015/9/27,25,27,2015-09-27,7
90,2015/9/28,25,27,2015-09-28,1
90,2015/9/29,25,27,2015-09-29,2
90,2015/9/30,25,27,2015-09-30,3
90,2015/10/1,25,27,2015-10-01,4
90,2015/10/2,25,27,2015-10-02,5
90,2015/10/3,25,27,2015-10-03,6
90,2015/10/4,25,27,2015-10-04,7
90,2015/10/5,25,27,2015-10-05,1
90,2015/10/6,25,27,2015-10-06,2
90,2015/10/7,25,27,2015-10-07,3
90,2015/10/8,25,27,2015-10-08,4
90,2015/10/9,25,27,2015-10-09,5
90,2015/10/10,25,27,2015-10-10,6
90,2015/10/11,25,27,2015-10-11,7
90,2015/10/12,25,27,2015-10-12,1
90,2015/10/13,25,27,2015-10-13,2
90,2015/10/14,25,27,2015-10-14,3
90,2015/10/15,25,27,2015-10-15,4
90,2015/10/16,25,27,2015-10-16,5
90,2015/10/17,25,27,2015-10-17,6
90,2015/10/18,25,27,2015-10-18,7
90,2015/10/19,25,27,2015-10-19,1
90,2015/10/20,25,27,2015-10-20,2
90,2015/10/21,25,27,2015-10-21,3
90,2015/10/22,25,27,2015-10-22,4
90,2015/10/23,25,27,2015-10-23,5
90,2015/10/24,25,27,2015-10-24,6
90,2015/10/25,25,27,2015-10-25,7
90,2015/10/26,25,27,2015-10-26,1
90,2015/10/27,25,27,2015-10-27,2
90,2015/10/28,25,27,2015-10-28,3
90,2015/10/29,25,27,2015-10-29,4
90,2015/10/30,25,27,2015-10-30,5
90,2015/10/31,25,27,2015-10-31,6
91,2015/9/1,13,13,2015-09-01,2
91,2015/9/2,13,13,2015-09-02,3
91,2015/9/3,13,13,2015-09-03,4
91,2015/9/4,13,13,2015-09-04,5
91,2015/9/5,13,13,2015-09-05,6
91,2015/9/6,13,13,2015-09-06,7
91,2015/9/7,13,13,2015-09-07,1
91,2015/9/8,13,13,2015-09-08,2
91,2015/9/9,13,13,2015-09-09,3
91,2015/9/10,13,13,2015-09-10,4
91,2015/9/11,13,13,2015-09-11,5
91,2015/9/12,13,13,2015-09-12,6
91,2015/9/13,13,13,2015-09-13,7
91,2015/9/14,13,13,2015-09-14,1
91,2015/9/15,13,13,2015-09-15,2
91,2015/9/16,13,13,2015-09-16,3
91,2015/9/17,13,13,2015-09-17,4
91,2015/9/18,13,13,2015-09-18,5
91,2015/9/19,13,13,2015-09-19,6
91,2015/9/20,13,13,2015-09-20,7
91,2015/9/21,13,13,2015-09-21,1
91,2015/9/22,13,13,2015-09-22,2
91,2015/9/23,13,13,2015-09-23,3
91,2015/9/24,13,13,2015-09-24,4
91,2015/9/25,13,13,2015-09-25,5
91,2015/9/26,13,13,2015-09-26,6
91,2015/9/27,13,13,2015-09-27,7
91,2015/9/28,13,13,2015-09-28,1
91,2015/9/29,13,13,2015-09-29,2
91,2015/9/30,13,13,2015-09-30,3
91,2015/10/1,13,13,2015-10-01,4
91,2015/10/2,13,13,2015-10-02,5
91,2015/10/3,13,13,2015-10-03,6
91,2015/10/4,13,13,2015-10-04,7
91,2015/10/5,13,13,2015-10-05,1
91,2015/10/6,13,13,2015-10-06,2
91,2015/10/7,13,13,2015-10-07,3
91,2015/10/8,13,13,2015-10-08,4
91,2015/10/9,13,13,2015-10-09,5
91,2015/10/10,13,13,2015-10-10,6
91,2015/10/11,13,13,2015-10-11,7
91,2015/10/12,13,13,2015-10-12,1
91,2015/10/13,13,13,2015-10-13,2
91,2015/10/14,13,13,2015-10-14,3
91,2015/10/15,13,13,2015-10-15,4
91,2015/10/16,13,13,2015-10-16,5
91,2015/10/17,13,13,2015-10-17,6
91,2015/10/18,13,13,2015-10-18,7
91,2015/10/19,13,13,2015-10-19,1
91,2015/10/20,13,13,2015-10-20,2
91,2015/10/21,13,13,2015-10-21,3
91,2015/10/22,13,13,2015-10-22,4
91,2015/10/23,13,13,2015-10-23,5
91,2015/10/24,13,13,2015-10-24,6
91,2015/10/25,13,13,2015-10-25,7
91,2015/10/26,13,13,2015-10-26,1
91,2015/10/27,13,13,2015-10-27,2
91,2015/10/28,13,13,2015-10-28,3
91,2015/10/29,13,13,2015-10-29,4
91,2015/10/30,13,13,2015-10-30,5
91,2015/10/31,13,13,2015-10-31,6
92,2015/9/1,32,35,2015-09-01,2
92,2015/9/2,32,35,2015-09-02,3
92,2015/9/3,32,35,2015-09-03,4
92,2015/9/4,32,35,2015-09-04,5
92,2015/9/5,32,35,2015-09-05,6
92,2015/9/6,32,35,2015-09-06,7
92,2015/9/7,32,35,2015-09-07,1
92,2015/9/8,32,35,2015-09-08,2
92,2015/9/9,32,35,2015-09-09,3
92,2015/9/10,32,35,2015-09-10,4
92,2015/9/11,32,35,2015-09-11,5
92,2015/9/12,32,35,2015-09-12,6
92,2015/9/13,32,35,2015-09-13,7
92,2015/9/14,32,35,2015-09-14,1
92,2015/9/15,32,35,2015-09-15,2
92,2015/9/16,32,35,2015-09-16,3
92,2015/9/17,32,35,2015-09-17,4
92,2015/9/18,32,35,2015-09-18,5
92,2015/9/19,32,35,2015-09-19,6
92,2015/9/20,32,35,2015-09-20,7
92,2015/9/21,32,35,2015-09-21,1
92,2015/9/22,32,35,2015-09-22,2
92,2015/9/23,32,35,2015-09-23,3
92,2015/9/24,32,35,2015-09-24,4
92,2015/9/25,32,35,2015-09-25,5
92,2015/9/26,32,35,2015-09-26,6
92,2015/9/27,32,35,2015-09-27,7
92,2015/9/28,32,35,2015-09-28,1
92,2015/9/29,32,35,2015-09-29,2
92,2015/9/30,32,35,2015-09-30,3
92,2015/10/1,32,35,2015-10-01,4
92,2015/10/2,32,35,2015-10-02,5
92,2015/10/3,32,35,2015-10-03,6
92,2015/10/4,32,35,2015-10-04,7
92,2015/10/5,32,35,2015-10-05,1
92,2015/10/6,32,35,2015-10-06,2
92,2015/10/7,32,35,2015-10-07,3
92,2015/10/8,32,35,2015-10-08,4
92,2015/10/9,32,35,2015-10-09,5
92,2015/10/10,32,35,2015-10-10,6
92,2015/10/11,32,35,2015-10-11,7
92,2015/10/12,32,35,2015-10-12,1
92,2015/10/13,32,35,2015-10-13,2
92,2015/10/14,32,35,2015-10-14,3
92,2015/10/15,32,35,2015-10-15,4
92,2015/10/16,32,35,2015-10-16,5
92,2015/10/17,32,35,2015-10-17,6
92,2015/10/18,32,35,2015-10-18,7
92,2015/10/19,32,35,2015-10-19,1
92,2015/10/20,32,35,2015-10-20,2
92,2015/10/21,32,35,2015-10-21,3
92,2015/10/22,32,35,2015-10-22,4
92,2015/10/23,32,35,2015-10-23,5
92,2015/10/24,32,35,2015-10-24,6
92,2015/10/25,32,35,2015-10-25,7
92,2015/10/26,32,35,2015-10-26,1
92,2015/10/27,32,35,2015-10-27,2
92,2015/10/28,32,35,2015-10-28,3
92,2015/10/29,32,35,2015-10-29,4
92,2015/10/30,32,35,2015-10-30,5
92,2015/10/31,32,35,2015-10-31,6
93,2015/9/1,26,35,2015-09-01,2
93,2015/9/2,26,35,2015-09-02,3
93,2015/9/3,26,35,2015-09-03,4
93,2015/9/4,26,35,2015-09-04,5
93,2015/9/5,26,35,2015-09-05,6
93,2015/9/6,26,35,2015-09-06,7
93,2015/9/7,26,35,2015-09-07,1
93,2015/9/8,26,35,2015-09-08,2
93,2015/9/9,26,35,2015-09-09,3
93,2015/9/10,26,35,2015-09-10,4
93,2015/9/11,26,35,2015-09-11,5
93,2015/9/12,26,35,2015-09-12,6
93,2015/9/13,26,35,2015-09-13,7
93,2015/9/14,26,35,2015-09-14,1
93,2015/9/15,26,35,2015-09-15,2
93,2015/9/16,26,35,2015-09-16,3
93,2015/9/17,26,35,2015-09-17,4
93,2015/9/18,26,35,2015-09-18,5
93,2015/9/19,26,35,2015-09-19,6
93,2015/9/20,26,35,2015-09-20,7
93,2015/9/21,26,35,2015-09-21,1
93,2015/9/22,26,35,2015-09-22,2
93,2015/9/23,26,35,2015-09-23,3
93,2015/9/24,26,35,2015-09-24,4
93,2015/9/25,26,35,2015-09-25,5
93,2015/9/26,26,35,2015-09-26,6
93,2015/9/27,26,35,2015-09-27,7
93,2015/9/28,26,35,2015-09-28,1
93,2015/9/29,26,35,2015-09-29,2
93,2015/9/30,26,35,2015-09-30,3
93,2015/10/1,26,35,2015-10-01,4
93,2015/10/2,26,35,2015-10-02,5
93,2015/10/3,26,35,2015-10-03,6
93,2015/10/4,26,35,2015-10-04,7
93,2015/10/5,26,35,2015-10-05,1
93,2015/10/6,26,35,2015-10-06,2
93,2015/10/7,26,35,2015-10-07,3
93,2015/10/8,26,35,2015-10-08,4
93,2015/10/9,26,35,2015-10-09,5
93,2015/10/10,26,35,2015-10-10,6
93,2015/10/11,26,35,2015-10-11,7
93,2015/10/12,26,35,2015-10-12,1
93,2015/10/13,26,35,2015-10-13,2
93,2015/10/14,26,35,2015-10-14,3
93,2015/10/15,26,35,2015-10-15,4
93,2015/10/16,26,35,2015-10-16,5
93,2015/10/17,26,35,2015-10-17,6
93,2015/10/18,26,35,2015-10-18,7
93,2015/10/19,26,35,2015-10-19,1
93,2015/10/20,26,35,2015-10-20,2
93,2015/10/21,26,35,2015-10-21,3
93,2015/10/22,26,35,2015-10-22,4
93,2015/10/23,26,35,2015-10-23,5
93,2015/10/24,26,35,2015-10-24,6
93,2015/10/25,26,35,2015-10-25,7
93,2015/10/26,26,35,2015-10-26,1
93,2015/10/27,26,35,2015-10-27,2
93,2015/10/28,26,35,2015-10-28,3
93,2015/10/29,26,35,2015-10-29,4
93,2015/10/30,26,35,2015-10-30,5
93,2015/10/31,26,35,2015-10-31,6
95,2015/9/1,24,18,2015-09-01,2
95,2015/9/2,24,18,2015-09-02,3
95,2015/9/3,24,18,2015-09-03,4
95,2015/9/4,24,18,2015-09-04,5
95,2015/9/5,24,18,2015-09-05,6
95,2015/9/6,24,18,2015-09-06,7
95,2015/9/7,24,18,2015-09-07,1
95,2015/9/8,24,18,2015-09-08,2
95,2015/9/9,24,18,2015-09-09,3
95,2015/9/10,24,18,2015-09-10,4
95,2015/9/11,24,18,2015-09-11,5
95,2015/9/12,24,18,2015-09-12,6
95,2015/9/13,24,18,2015-09-13,7
95,2015/9/14,24,18,2015-09-14,1
95,2015/9/15,24,18,2015-09-15,2
95,2015/9/16,24,18,2015-09-16,3
95,2015/9/17,24,18,2015-09-17,4
95,2015/9/18,24,18,2015-09-18,5
95,2015/9/19,24,18,2015-09-19,6
95,2015/9/20,24,18,2015-09-20,7
95,2015/9/21,24,18,2015-09-21,1
95,2015/9/22,24,18,2015-09-22,2
95,2015/9/23,24,18,2015-09-23,3
95,2015/9/24,24,18,2015-09-24,4
95,2015/9/25,24,18,2015-09-25,5
95,2015/9/26,24,18,2015-09-26,6
95,2015/9/27,24,18,2015-09-27,7
95,2015/9/28,24,18,2015-09-28,1
95,2015/9/29,24,18,2015-09-29,2
95,2015/9/30,24,18,2015-09-30,3
95,2015/10/1,24,18,2015-10-01,4
95,2015/10/2,24,18,2015-10-02,5
95,2015/10/3,24,18,2015-10-03,6
95,2015/10/4,24,18,2015-10-04,7
95,2015/10/5,24,18,2015-10-05,1
95,2015/10/6,24,18,2015-10-06,2
95,2015/10/7,24,18,2015-10-07,3
95,2015/10/8,24,18,2015-10-08,4
95,2015/10/9,24,18,2015-10-09,5
95,2015/10/10,24,18,2015-10-10,6
95,2015/10/11,24,18,2015-10-11,7
95,2015/10/12,24,18,2015-10-12,1
95,2015/10/13,24,18,2015-10-13,2
95,2015/10/14,24,18,2015-10-14,3
95,2015/10/15,24,18,2015-10-15,4
95,2015/10/16,24,18,2015-10-16,5
95,2015/10/17,24,18,2015-10-17,6
95,2015/10/18,24,18,2015-10-18,7
95,2015/10/19,24,18,2015-10-19,1
95,2015/10/20,24,18,2015-10-20,2
95,2015/10/21,24,18,2015-10-21,3
95,2015/10/22,24,18,2015-10-22,4
95,2015/10/23,24,18,2015-10-23,5
95,2015/10/24,24,18,2015-10-24,6
95,2015/10/25,24,18,2015-10-25,7
95,2015/10/26,24,18,2015-10-26,1
95,2015/10/27,24,18,2015-10-27,2
95,2015/10/28,24,18,2015-10-28,3
95,2015/10/29,24,18,2015-10-29,4
95,2015/10/30,24,18,2015-10-30,5
95,2015/10/31,24,18,2015-10-31,6
96,2015/9/1,33,34,2015-09-01,2
96,2015/9/2,33,34,2015-09-02,3
96,2015/9/3,33,34,2015-09-03,4
96,2015/9/4,33,34,2015-09-04,5
96,2015/9/5,33,34,2015-09-05,6
96,2015/9/6,33,34,2015-09-06,7
96,2015/9/7,33,34,2015-09-07,1
96,2015/9/8,33,34,2015-09-08,2
96,2015/9/9,33,34,2015-09-09,3
96,2015/9/10,33,34,2015-09-10,4
96,2015/9/11,33,34,2015-09-11,5
96,2015/9/12,33,34,2015-09-12,6
96,2015/9/13,33,34,2015-09-13,7
96,2015/9/14,33,34,2015-09-14,1
96,2015/9/15,33,34,2015-09-15,2
96,2015/9/16,33,34,2015-09-16,3
96,2015/9/17,33,34,2015-09-17,4
96,2015/9/18,33,34,2015-09-18,5
96,2015/9/19,33,34,2015-09-19,6
96,2015/9/20,33,34,2015-09-20,7
96,2015/9/21,33,34,2015-09-21,1
96,2015/9/22,33,34,2015-09-22,2
96,2015/9/23,33,34,2015-09-23,3
96,2015/9/24,33,34,2015-09-24,4
96,2015/9/25,33,34,2015-09-25,5
96,2015/9/26,33,34,2015-09-26,6
96,2015/9/27,33,34,2015-09-27,7
96,2015/9/28,33,34,2015-09-28,1
96,2015/9/29,33,34,2015-09-29,2
96,2015/9/30,33,34,2015-09-30,3
96,2015/10/1,33,34,2015-10-01,4
96,2015/10/2,33,34,2015-10-02,5
96,2015/10/3,33,34,2015-10-03,6
96,2015/10/4,33,34,2015-10-04,7
96,2015/10/5,33,34,2015-10-05,1
96,2015/10/6,33,34,2015-10-06,2
96,2015/10/7,33,34,2015-10-07,3
96,2015/10/8,33,34,2015-10-08,4
96,2015/10/9,33,34,2015-10-09,5
96,2015/10/10,33,34,2015-10-10,6
96,2015/10/11,33,34,2015-10-11,7
96,2015/10/12,33,34,2015-10-12,1
96,2015/10/13,33,34,2015-10-13,2
96,2015/10/14,33,34,2015-10-14,3
96,2015/10/15,33,34,2015-10-15,4
96,2015/10/16,33,34,2015-10-16,5
96,2015/10/17,33,34,2015-10-17,6
96,2015/10/18,33,34,2015-10-18,7
96,2015/10/19,33,34,2015-10-19,1
96,2015/10/20,33,34,2015-10-20,2
96,2015/10/21,33,34,2015-10-21,3
96,2015/10/22,33,34,2015-10-22,4
96,2015/10/23,33,34,2015-10-23,5
96,2015/10/24,33,34,2015-10-24,6
96,2015/10/25,33,34,2015-10-25,7
96,2015/10/26,33,34,2015-10-26,1
96,2015/10/27,33,34,2015-10-27,2
96,2015/10/28,33,34,2015-10-28,3
96,2015/10/29,33,34,2015-10-29,4
96,2015/10/30,33,34,2015-10-30,5
96,2015/10/31,33,34,2015-10-31,6
97,2015/9/1,22,26,2015-09-01,2
97,2015/9/2,22,26,2015-09-02,3
97,2015/9/3,22,26,2015-09-03,4
97,2015/9/4,22,26,2015-09-04,5
97,2015/9/5,22,26,2015-09-05,6
97,2015/9/6,22,26,2015-09-06,7
97,2015/9/7,22,26,2015-09-07,1
97,2015/9/8,22,26,2015-09-08,2
97,2015/9/9,22,26,2015-09-09,3
97,2015/9/10,22,26,2015-09-10,4
97,2015/9/11,22,26,2015-09-11,5
97,2015/9/12,22,26,2015-09-12,6
97,2015/9/13,22,26,2015-09-13,7
97,2015/9/14,22,26,2015-09-14,1
97,2015/9/15,22,26,2015-09-15,2
97,2015/9/16,22,26,2015-09-16,3
97,2015/9/17,22,26,2015-09-17,4
97,2015/9/18,22,26,2015-09-18,5
97,2015/9/19,22,26,2015-09-19,6
97,2015/9/20,22,26,2015-09-20,7
97,2015/9/21,22,26,2015-09-21,1
97,2015/9/22,22,26,2015-09-22,2
97,2015/9/23,22,26,2015-09-23,3
97,2015/9/24,22,26,2015-09-24,4
97,2015/9/25,22,26,2015-09-25,5
97,2015/9/26,22,26,2015-09-26,6
97,2015/9/27,22,26,2015-09-27,7
97,2015/9/28,22,26,2015-09-28,1
97,2015/9/29,22,26,2015-09-29,2
97,2015/9/30,22,26,2015-09-30,3
97,2015/10/1,22,26,2015-10-01,4
97,2015/10/2,22,26,2015-10-02,5
97,2015/10/3,22,26,2015-10-03,6
97,2015/10/4,22,26,2015-10-04,7
97,2015/10/5,22,26,2015-10-05,1
97,2015/10/6,22,26,2015-10-06,2
97,2015/10/7,22,26,2015-10-07,3
97,2015/10/8,22,26,2015-10-08,4
97,2015/10/9,22,26,2015-10-09,5
97,2015/10/10,22,26,2015-10-10,6
97,2015/10/11,22,26,2015-10-11,7
97,2015/10/12,22,26,2015-10-12,1
97,2015/10/13,22,26,2015-10-13,2
97,2015/10/14,22,26,2015-10-14,3
97,2015/10/15,22,26,2015-10-15,4
97,2015/10/16,22,26,2015-10-16,5
97,2015/10/17,22,26,2015-10-17,6
97,2015/10/18,22,26,2015-10-18,7
97,2015/10/19,22,26,2015-10-19,1
97,2015/10/20,22,26,2015-10-20,2
97,2015/10/21,22,26,2015-10-21,3
97,2015/10/22,22,26,2015-10-22,4
97,2015/10/23,22,26,2015-10-23,5
97,2015/10/24,22,26,2015-10-24,6
97,2015/10/25,22,26,2015-10-25,7
97,2015/10/26,22,26,2015-10-26,1
97,2015/10/27,22,26,2015-10-27,2
97,2015/10/28,22,26,2015-10-28,3
97,2015/10/29,22,26,2015-10-29,4
97,2015/10/30,22,26,2015-10-30,5
97,2015/10/31,22,26,2015-10-31,6
98,2015/9/1,131,128,2015-09-01,2
98,2015/9/2,131,128,2015-09-02,3
98,2015/9/3,131,128,2015-09-03,4
98,2015/9/4,131,128,2015-09-04,5
98,2015/9/5,131,128,2015-09-05,6
98,2015/9/6,131,128,2015-09-06,7
98,2015/9/7,131,128,2015-09-07,1
98,2015/9/8,131,128,2015-09-08,2
98,2015/9/9,131,128,2015-09-09,3
98,2015/9/10,131,128,2015-09-10,4
98,2015/9/11,131,128,2015-09-11,5
98,2015/9/12,131,128,2015-09-12,6
98,2015/9/13,131,128,2015-09-13,7
98,2015/9/14,131,128,2015-09-14,1
98,2015/9/15,131,128,2015-09-15,2
98,2015/9/16,131,128,2015-09-16,3
98,2015/9/17,131,128,2015-09-17,4
98,2015/9/18,131,128,2015-09-18,5
98,2015/9/19,131,128,2015-09-19,6
98,2015/9/20,131,128,2015-09-20,7
98,2015/9/21,131,128,2015-09-21,1
98,2015/9/22,131,128,2015-09-22,2
98,2015/9/23,131,128,2015-09-23,3
98,2015/9/24,131,128,2015-09-24,4
98,2015/9/25,131,128,2015-09-25,5
98,2015/9/26,131,128,2015-09-26,6
98,2015/9/27,131,128,2015-09-27,7
98,2015/9/28,131,128,2015-09-28,1
98,2015/9/29,131,128,2015-09-29,2
98,2015/9/30,131,128,2015-09-30,3
98,2015/10/1,131,128,2015-10-01,4
98,2015/10/2,131,128,2015-10-02,5
98,2015/10/3,131,128,2015-10-03,6
98,2015/10/4,131,128,2015-10-04,7
98,2015/10/5,131,128,2015-10-05,1
98,2015/10/6,131,128,2015-10-06,2
98,2015/10/7,131,128,2015-10-07,3
98,2015/10/8,131,128,2015-10-08,4
98,2015/10/9,131,128,2015-10-09,5
98,2015/10/10,131,128,2015-10-10,6
98,2015/10/11,131,128,2015-10-11,7
98,2015/10/12,131,128,2015-10-12,1
98,2015/10/13,131,128,2015-10-13,2
98,2015/10/14,131,128,2015-10-14,3
98,2015/10/15,131,128,2015-10-15,4
98,2015/10/16,131,128,2015-10-16,5
98,2015/10/17,131,128,2015-10-17,6
98,2015/10/18,131,128,2015-10-18,7
98,2015/10/19,131,128,2015-10-19,1
98,2015/10/20,131,128,2015-10-20,2
98,2015/10/21,131,128,2015-10-21,3
98,2015/10/22,131,128,2015-10-22,4
98,2015/10/23,131,128,2015-10-23,5
98,2015/10/24,131,128,2015-10-24,6
98,2015/10/25,131,128,2015-10-25,7
98,2015/10/26,131,128,2015-10-26,1
98,2015/10/27,131,128,2015-10-27,2
98,2015/10/28,131,128,2015-10-28,3
98,2015/10/29,131,128,2015-10-29,4
98,2015/10/30,131,128,2015-10-30,5
98,2015/10/31,131,128,2015-10-31,6
99,2015/9/1,23,25,2015-09-01,2
99,2015/9/2,23,25,2015-09-02,3
99,2015/9/3,23,25,2015-09-03,4
99,2015/9/4,23,25,2015-09-04,5
99,2015/9/5,23,25,2015-09-05,6
99,2015/9/6,23,25,2015-09-06,7
99,2015/9/7,23,25,2015-09-07,1
99,2015/9/8,23,25,2015-09-08,2
99,2015/9/9,23,25,2015-09-09,3
99,2015/9/10,23,25,2015-09-10,4
99,2015/9/11,23,25,2015-09-11,5
99,2015/9/12,23,25,2015-09-12,6
99,2015/9/13,23,25,2015-09-13,7
99,2015/9/14,23,25,2015-09-14,1
99,2015/9/15,23,25,2015-09-15,2
99,2015/9/16,23,25,2015-09-16,3
99,2015/9/17,23,25,2015-09-17,4
99,2015/9/18,23,25,2015-09-18,5
99,2015/9/19,23,25,2015-09-19,6
99,2015/9/20,23,25,2015-09-20,7
99,2015/9/21,23,25,2015-09-21,1
99,2015/9/22,23,25,2015-09-22,2
99,2015/9/23,23,25,2015-09-23,3
99,2015/9/24,23,25,2015-09-24,4
99,2015/9/25,23,25,2015-09-25,5
99,2015/9/26,23,25,2015-09-26,6
99,2015/9/27,23,25,2015-09-27,7
99,2015/9/28,23,25,2015-09-28,1
99,2015/9/29,23,25,2015-09-29,2
99,2015/9/30,23,25,2015-09-30,3
99,2015/10/1,23,25,2015-10-01,4
99,2015/10/2,23,25,2015-10-02,5
99,2015/10/3,23,25,2015-10-03,6
99,2015/10/4,23,25,2015-10-04,7
99,2015/10/5,23,25,2015-10-05,1
99,2015/10/6,23,25,2015-10-06,2
99,2015/10/7,23,25,2015-10-07,3
99,2015/10/8,23,25,2015-10-08,4
99,2015/10/9,23,25,2015-10-09,5
99,2015/10/10,23,25,2015-10-10,6
99,2015/10/11,23,25,2015-10-11,7
99,2015/10/12,23,25,2015-10-12,1
99,2015/10/13,23,25,2015-10-13,2
99,2015/10/14,23,25,2015-10-14,3
99,2015/10/15,23,25,2015-10-15,4
99,2015/10/16,23,25,2015-10-16,5
99,2015/10/17,23,25,2015-10-17,6
99,2015/10/18,23,25,2015-10-18,7
99,2015/10/19,23,25,2015-10-19,1
99,2015/10/20,23,25,2015-10-20,2
99,2015/10/21,23,25,2015-10-21,3
99,2015/10/22,23,25,2015-10-22,4
99,2015/10/23,23,25,2015-10-23,5
99,2015/10/24,23,25,2015-10-24,6
99,2015/10/25,23,25,2015-10-25,7
99,2015/10/26,23,25,2015-10-26,1
99,2015/10/27,23,25,2015-10-27,2
99,2015/10/28,23,25,2015-10-28,3
99,2015/10/29,23,25,2015-10-29,4
99,2015/10/30,23,25,2015-10-30,5
99,2015/10/31,23,25,2015-10-31,6
100,2015/9/1,45,44,2015-09-01,2
100,2015/9/2,45,44,2015-09-02,3
100,2015/9/3,45,44,2015-09-03,4
100,2015/9/4,45,44,2015-09-04,5
100,2015/9/5,45,44,2015-09-05,6
100,2015/9/6,45,44,2015-09-06,7
100,2015/9/7,45,44,2015-09-07,1
100,2015/9/8,45,44,2015-09-08,2
100,2015/9/9,45,44,2015-09-09,3
100,2015/9/10,45,44,2015-09-10,4
100,2015/9/11,45,44,2015-09-11,5
100,2015/9/12,45,44,2015-09-12,6
100,2015/9/13,45,44,2015-09-13,7
100,2015/9/14,45,44,2015-09-14,1
100,2015/9/15,45,44,2015-09-15,2
100,2015/9/16,45,44,2015-09-16,3
100,2015/9/17,45,44,2015-09-17,4
100,2015/9/18,45,44,2015-09-18,5
100,2015/9/19,45,44,2015-09-19,6
100,2015/9/20,45,44,2015-09-20,7
100,2015/9/21,45,44,2015-09-21,1
100,2015/9/22,45,44,2015-09-22,2
100,2015/9/23,45,44,2015-09-23,3
100,2015/9/24,45,44,2015-09-24,4
100,2015/9/25,45,44,2015-09-25,5
100,2015/9/26,45,44,2015-09-26,6
100,2015/9/27,45,44,2015-09-27,7
100,2015/9/28,45,44,2015-09-28,1
100,2015/9/29,45,44,2015-09-29,2
100,2015/9/30,45,44,2015-09-30,3
100,2015/10/1,45,44,2015-10-01,4
100,2015/10/2,45,44,2015-10-02,5
100,2015/10/3,45,44,2015-10-03,6
100,2015/10/4,45,44,2015-10-04,7
100,2015/10/5,45,44,2015-10-05,1
100,2015/10/6,45,44,2015-10-06,2
100,2015/10/7,45,44,2015-10-07,3
100,2015/10/8,45,44,2015-10-08,4
100,2015/10/9,45,44,2015-10-09,5
100,2015/10/10,45,44,2015-10-10,6
100,2015/10/11,45,44,2015-10-11,7
100,2015/10/12,45,44,2015-10-12,1
100,2015/10/13,45,44,2015-10-13,2
100,2015/10/14,45,44,2015-10-14,3
100,2015/10/15,45,44,2015-10-15,4
100,2015/10/16,45,44,2015-10-16,5
100,2015/10/17,45,44,2015-10-17,6
100,2015/10/18,45,44,2015-10-18,7
100,2015/10/19,45,44,2015-10-19,1
100,2015/10/20,45,44,2015-10-20,2
100,2015/10/21,45,44,2015-10-21,3
100,2015/10/22,45,44,2015-10-22,4
100,2015/10/23,45,44,2015-10-23,5
100,2015/10/24,45,44,2015-10-24,6
100,2015/10/25,45,44,2015-10-25,7
100,2015/10/26,45,44,2015-10-26,1
100,2015/10/27,45,44,2015-10-27,2
100,2015/10/28,45,44,2015-10-28,3
100,2015/10/29,45,44,2015-10-29,4
100,2015/10/30,45,44,2015-10-30,5
100,2015/10/31,45,44,2015-10-31,6
101,2015/9/1,32,40,2015-09-01,2
101,2015/9/2,32,40,2015-09-02,3
101,2015/9/3,32,40,2015-09-03,4
101,2015/9/4,32,40,2015-09-04,5
101,2015/9/5,32,40,2015-09-05,6
101,2015/9/6,32,40,2015-09-06,7
101,2015/9/7,32,40,2015-09-07,1
101,2015/9/8,32,40,2015-09-08,2
101,2015/9/9,32,40,2015-09-09,3
101,2015/9/10,32,40,2015-09-10,4
101,2015/9/11,32,40,2015-09-11,5
101,2015/9/12,32,40,2015-09-12,6
101,2015/9/13,32,40,2015-09-13,7
101,2015/9/14,32,40,2015-09-14,1
101,2015/9/15,32,40,2015-09-15,2
101,2015/9/16,32,40,2015-09-16,3
101,2015/9/17,32,40,2015-09-17,4
101,2015/9/18,32,40,2015-09-18,5
101,2015/9/19,32,40,2015-09-19,6
101,2015/9/20,32,40,2015-09-20,7
101,2015/9/21,32,40,2015-09-21,1
101,2015/9/22,32,40,2015-09-22,2
