SHEDID,time,RT,LEASE
44,2015-06-01,96.0,98.0
44,2015-06-02,51.0,60.0
44,2015-06-03,91.0,92.0
44,2015-06-04,79.0,93.0
44,2015-06-05,81.0,84.0
44,2015-06-06,53.0,55.0
44,2015-06-07,56.0,62.0
44,2015-06-08,100.0,87.0
44,2015-06-09,87.0,94.0
44,2015-06-10,76.0,75.0
44,2015-06-11,86.0,90.0
44,2015-06-12,94.0,88.0
44,2015-06-13,47.0,46.0
44,2015-06-14,46.0,47.0
44,2015-06-15,73.0,74.0
44,2015-06-16,64.0,69.0
44,2015-06-17,47.0,57.0
44,2015-06-18,88.0,93.0
44,2015-06-19,85.0,85.0
44,2015-06-20,32.0,38.0
44,2015-06-21,59.0,59.0
44,2015-06-22,31.0,31.0
44,2015-06-23,90.0,93.0
44,2015-06-24,13.0,11.0
44,2015-06-25,27.0,28.0
44,2015-06-26,73.0,83.0
44,2015-06-27,30.0,31.0
44,2015-06-28,46.0,59.0
44,2015-06-29,51.0,43.0
44,2015-06-30,34.0,44.0
44,2015-07-01,83.0,86.0
44,2015-07-02,84.0,85.0
44,2015-07-03,83.0,91.0
44,2015-07-04,58.0,55.0
44,2015-07-05,60.0,52.0
44,2015-07-06,54.0,58.0
44,2015-07-07,85.0,97.0
44,2015-07-08,83.0,95.0
44,2015-07-09,95.0,94.0
44,2015-07-10,86.0,78.0
44,2015-07-11,17.0,19.0
44,2015-07-12,26.0,28.0
44,2015-07-13,78.0,81.0
44,2015-07-14,69.0,62.0
44,2015-07-15,87.0,92.0
44,2015-07-16,84.0,89.0
44,2015-07-17,36.0,38.0
44,2015-07-18,14.0,18.0
44,2015-07-19,11.0,9.0
44,2015-07-20,73.0,75.0
44,2015-07-21,94.0,103.0
44,2015-07-22,73.0,79.0
44,2015-07-23,72.0,79.0
44,2015-07-24,53.0,58.0
44,2015-07-25,41.0,55.0
44,2015-07-26,22.0,28.0
44,2015-07-27,80.0,85.0
44,2015-07-28,87.0,82.0
44,2015-07-29,67.0,69.0
44,2015-07-30,70.0,71.0
44,2015-07-31,60.0,50.0
44,2015-08-01,40.0,31.0
44,2015-08-02,39.0,37.0
44,2015-08-03,63.0,70.0
44,2015-08-04,58.0,74.0
44,2015-08-05,61.0,76.0
44,2015-08-06,61.0,63.0
44,2015-08-07,79.0,66.0
44,2015-08-08,50.0,45.0
44,2015-08-09,36.0,42.0
44,2015-08-10,11.0,11.0
44,2015-08-11,75.0,80.0
44,2015-08-12,88.0,87.0
44,2015-08-13,76.0,76.0
44,2015-08-14,66.0,72.0
44,2015-08-15,27.0,33.0
44,2015-08-16,31.0,35.0
44,2015-08-17,64.0,65.0
44,2015-08-18,52.0,58.0
44,2015-08-19,53.0,54.0
44,2015-08-20,39.0,49.0
44,2015-08-21,53.0,72.0
44,2015-08-22,39.0,34.0
44,2015-08-23,43.0,43.0
44,2015-08-24,53.0,58.0
44,2015-08-25,67.0,72.0
44,2015-08-26,80.0,83.0
44,2015-08-27,75.0,83.0
44,2015-08-28,63.0,75.0
44,2015-08-29,36.0,35.0
44,2015-08-30,43.0,57.0
44,2015-08-31,80.0,86.0
45,2015-01-01,13.0,12.0
45,2015-01-02,9.0,10.0
45,2015-01-03,9.0,12.0
45,2015-01-04,6.0,7.0
45,2015-01-05,14.0,11.0
45,2015-01-06,16.0,15.0
45,2015-01-07,21.0,17.0
45,2015-01-08,22.0,28.0
45,2015-01-09,19.0,22.0
45,2015-01-10,27.0,29.0
45,2015-01-11,19.0,20.0
45,2015-01-12,22.0,23.0
45,2015-01-13,29.0,26.0
45,2015-01-14,8.0,14.0
45,2015-01-15,28.0,29.0
45,2015-01-16,31.0,27.0
45,2015-01-17,21.0,16.0
45,2015-01-18,14.0,20.0
45,2015-01-19,30.0,35.0
45,2015-01-20,36.0,39.0
45,2015-01-21,19.0,30.0
45,2015-01-22,29.0,38.0
45,2015-01-23,15.0,31.0
45,2015-01-24,15.0,23.0
45,2015-01-25,14.0,13.0
45,2015-01-26,20.0,22.0
45,2015-01-27,12.0,25.0
45,2015-01-28,19.0,22.0
45,2015-01-29,7.0,8.0
45,2015-01-30,12.0,8.0
45,2015-01-31,14.0,14.0
45,2015-02-01,11.0,11.0
45,2015-02-02,20.0,25.0
45,2015-02-03,27.0,27.0
45,2015-02-04,30.0,28.0
45,2015-02-05,26.0,26.0
45,2015-02-06,28.0,30.0
45,2015-02-07,16.0,15.0
45,2015-02-08,5.0,8.0
45,2015-02-09,13.0,27.0
45,2015-02-10,20.0,24.0
45,2015-02-11,28.0,29.0
45,2015-02-12,21.0,26.0
45,2015-02-13,23.0,22.0
45,2015-02-14,9.0,20.0
45,2015-02-15,11.0,10.0
45,2015-02-16,24.0,25.0
45,2015-02-17,14.0,20.0
45,2015-02-18,11.0,13.0
45,2015-02-19,11.0,13.0
45,2015-02-20,6.0,8.0
45,2015-02-21,8.0,12.0
45,2015-02-22,12.0,16.0
45,2015-02-23,16.0,19.0
45,2015-02-24,27.0,34.0
45,2015-02-25,26.0,24.0
45,2015-02-26,22.0,35.0
45,2015-02-27,17.0,16.0
45,2015-02-28,7.0,8.0
45,2015-03-01,30.0,23.0
45,2015-03-02,22.0,29.0
45,2015-03-03,17.0,22.0
45,2015-03-04,24.0,26.0
45,2015-03-05,35.0,51.0
45,2015-03-06,23.0,22.0
45,2015-03-07,33.0,44.0
45,2015-03-08,10.0,17.0
45,2015-03-09,27.0,18.0
45,2015-03-10,31.0,28.0
45,2015-03-11,27.0,27.0
45,2015-03-12,33.0,40.0
45,2015-03-13,20.0,28.0
45,2015-03-14,22.0,29.0
45,2015-03-15,19.0,19.0
45,2015-03-16,29.0,24.0
45,2015-03-17,12.0,20.0
45,2015-03-18,10.0,10.0
45,2015-03-19,32.0,30.0
45,2015-03-20,27.0,28.0
45,2015-03-21,32.0,35.0
45,2015-03-22,35.0,40.0
45,2015-03-23,42.0,34.0
45,2015-03-24,32.0,27.0
45,2015-03-25,28.0,37.0
45,2015-03-26,37.0,36.0
45,2015-03-27,32.0,32.0
45,2015-03-28,28.0,38.0
45,2015-03-29,32.0,31.0
45,2015-03-30,39.0,32.0
45,2015-03-31,31.0,29.0
45,2015-04-01,30.0,27.0
45,2015-04-02,25.0,30.0
45,2015-04-03,25.0,26.0
45,2015-04-04,20.0,21.0
45,2015-04-05,10.0,9.0
45,2015-04-06,18.0,29.0
45,2015-04-07,17.0,18.0
45,2015-04-08,32.0,22.0
45,2015-04-09,32.0,41.0
45,2015-04-10,34.0,37.0
45,2015-04-11,50.0,55.0
45,2015-04-12,28.0,32.0
45,2015-04-13,21.0,22.0
45,2015-04-14,35.0,33.0
45,2015-04-15,31.0,33.0
45,2015-04-16,39.0,41.0
45,2015-04-17,34.0,26.0
45,2015-04-18,38.0,40.0
45,2015-04-19,13.0,12.0
45,2015-04-20,27.0,27.0
45,2015-04-21,39.0,42.0
45,2015-04-22,43.0,40.0
45,2015-04-23,45.0,40.0
45,2015-04-24,45.0,44.0
45,2015-04-25,50.0,55.0
45,2015-04-26,33.0,42.0
45,2015-04-27,47.0,40.0
45,2015-04-28,30.0,38.0
45,2015-04-29,29.0,39.0
45,2015-04-30,30.0,36.0
45,2015-05-01,10.0,22.0
45,2015-05-02,11.0,11.0
45,2015-05-03,41.0,45.0
45,2015-05-04,32.0,33.0
45,2015-05-05,47.0,46.0
45,2015-05-06,39.0,47.0
45,2015-05-07,46.0,47.0
45,2015-05-08,17.0,29.0
45,2015-05-09,29.0,26.0
45,2015-05-10,34.0,40.0
45,2015-05-11,18.0,14.0
45,2015-05-12,30.0,29.0
45,2015-05-13,38.0,46.0
45,2015-05-14,33.0,34.0
45,2015-05-15,24.0,16.0
45,2015-05-16,51.0,50.0
45,2015-05-17,42.0,37.0
45,2015-05-18,43.0,43.0
45,2015-05-19,44.0,47.0
45,2015-05-20,47.0,41.0
45,2015-05-21,39.0,40.0
45,2015-05-22,29.0,31.0
45,2015-05-23,34.0,40.0
45,2015-05-24,35.0,37.0
45,2015-05-25,37.0,40.0
45,2015-05-26,35.0,45.0
45,2015-05-27,18.0,13.0
45,2015-05-28,23.0,44.0
45,2015-05-29,10.0,19.0
45,2015-05-30,37.0,38.0
45,2015-05-31,44.0,41.0
45,2015-06-01,33.0,36.0
45,2015-06-02,35.0,35.0
45,2015-06-03,41.0,52.0
45,2015-06-04,40.0,35.0
45,2015-06-05,30.0,45.0
45,2015-06-06,37.0,35.0
45,2015-06-07,44.0,49.0
45,2015-06-08,33.0,36.0
45,2015-06-09,40.0,45.0
45,2015-06-10,31.0,27.0
45,2015-06-11,40.0,43.0
45,2015-06-12,40.0,36.0
45,2015-06-13,39.0,40.0
45,2015-06-14,37.0,36.0
45,2015-06-15,32.0,35.0
45,2015-06-16,29.0,33.0
45,2015-06-17,30.0,33.0
45,2015-06-18,35.0,39.0
45,2015-06-19,39.0,33.0
45,2015-06-20,37.0,37.0
45,2015-06-21,36.0,38.0
45,2015-06-22,41.0,35.0
45,2015-06-23,38.0,36.0
45,2015-06-24,6.0,7.0
45,2015-06-25,14.0,12.0
45,2015-06-26,43.0,43.0
45,2015-06-27,22.0,22.0
45,2015-06-28,44.0,45.0
45,2015-06-29,15.0,23.0
45,2015-06-30,25.0,19.0
45,2015-07-01,36.0,47.0
45,2015-07-02,38.0,44.0
45,2015-07-03,41.0,40.0
45,2015-07-04,43.0,47.0
45,2015-07-05,48.0,37.0
45,2015-07-06,17.0,30.0
45,2015-07-07,44.0,48.0
45,2015-07-08,33.0,42.0
45,2015-07-09,48.0,56.0
45,2015-07-10,41.0,45.0
45,2015-07-11,8.0,11.0
45,2015-07-12,32.0,39.0
45,2015-07-13,36.0,45.0
45,2015-07-14,31.0,34.0
45,2015-07-15,42.0,50.0
45,2015-07-16,43.0,58.0
45,2015-07-17,16.0,20.0
45,2015-07-18,12.0,17.0
45,2015-07-19,10.0,11.0
45,2015-07-20,41.0,38.0
45,2015-07-21,37.0,45.0
45,2015-07-22,48.0,57.0
45,2015-07-23,42.0,51.0
45,2015-07-24,31.0,37.0
45,2015-07-25,45.0,48.0
45,2015-07-26,17.0,20.0
45,2015-07-27,36.0,33.0
45,2015-07-28,36.0,43.0
45,2015-07-29,30.0,39.0
45,2015-07-30,27.0,33.0
45,2015-07-31,16.0,29.0
45,2015-08-01,38.0,35.0
45,2015-08-02,21.0,26.0
45,2015-08-03,32.0,36.0
45,2015-08-04,29.0,33.0
45,2015-08-05,35.0,37.0
45,2015-08-06,29.0,38.0
45,2015-08-07,34.0,39.0
45,2015-08-08,39.0,50.0
45,2015-08-09,37.0,36.0
45,2015-08-10,3.0,2.0
45,2015-08-11,31.0,59.0
45,2015-08-12,59.0,60.0
45,2015-08-13,41.0,42.0
45,2015-08-14,44.0,45.0
45,2015-08-15,44.0,52.0
45,2015-08-16,38.0,35.0
45,2015-08-17,36.0,48.0
45,2015-08-18,48.0,41.0
45,2015-08-19,23.0,34.0
45,2015-08-20,34.0,28.0
45,2015-08-21,52.0,62.0
45,2015-08-22,49.0,47.0
45,2015-08-23,42.0,51.0
45,2015-08-24,32.0,35.0
45,2015-08-25,42.0,54.0
45,2015-08-26,40.0,63.0
45,2015-08-27,39.0,43.0
45,2015-08-28,28.0,43.0
45,2015-08-29,33.0,43.0
45,2015-08-30,31.0,34.0
45,2015-08-31,47.0,43.0
46,2015-01-01,10.0,6.0
46,2015-01-02,18.0,22.0
46,2015-01-03,13.0,14.0
46,2015-01-04,19.0,23.0
46,2015-01-05,1.0,8.0
46,2015-01-06,0.0,0.0
46,2015-01-07,0.0,0.0
46,2015-01-08,0.0,0.0
46,2015-01-09,0.0,0.0
46,2015-01-10,0.0,0.0
46,2015-01-11,0.0,0.0
46,2015-01-12,0.0,0.0
46,2015-01-13,0.0,0.0
46,2015-01-14,0.0,0.0
46,2015-01-15,0.0,0.0
46,2015-01-16,0.0,0.0
46,2015-01-17,0.0,0.0
46,2015-01-18,0.0,0.0
46,2015-01-19,0.0,0.0
46,2015-01-20,0.0,0.0
46,2015-01-21,0.0,0.0
46,2015-01-22,0.0,0.0
46,2015-01-23,0.0,0.0
46,2015-01-24,0.0,0.0
46,2015-01-25,0.0,0.0
46,2015-01-26,0.0,0.0
46,2015-01-27,0.0,0.0
46,2015-01-28,0.0,0.0
46,2015-01-29,0.0,0.0
46,2015-01-30,0.0,0.0
46,2015-01-31,0.0,0.0
46,2015-02-01,0.0,0.0
46,2015-02-02,0.0,0.0
46,2015-02-03,0.0,0.0
46,2015-02-04,0.0,0.0
46,2015-02-05,0.0,0.0
46,2015-02-06,0.0,0.0
46,2015-02-07,0.0,0.0
46,2015-02-08,0.0,0.0
46,2015-02-09,0.0,0.0
46,2015-02-10,0.0,0.0
46,2015-02-11,0.0,0.0
46,2015-02-12,0.0,0.0
46,2015-02-13,0.0,0.0
46,2015-02-14,0.0,0.0
46,2015-02-15,0.0,0.0
46,2015-02-16,0.0,0.0
46,2015-02-17,0.0,0.0
46,2015-02-18,0.0,0.0
46,2015-02-19,0.0,0.0
46,2015-02-20,0.0,0.0
46,2015-02-21,0.0,0.0
46,2015-02-22,0.0,0.0
46,2015-02-23,0.0,0.0
46,2015-02-24,0.0,0.0
46,2015-02-25,0.0,0.0
46,2015-02-26,0.0,0.0
46,2015-02-27,0.0,0.0
46,2015-02-28,0.0,0.0
46,2015-03-01,0.0,0.0
46,2015-03-02,0.0,0.0
46,2015-03-03,0.0,0.0
46,2015-03-04,0.0,0.0
46,2015-03-05,0.0,0.0
46,2015-03-06,0.0,0.0
46,2015-03-07,0.0,0.0
46,2015-03-08,0.0,0.0
46,2015-03-09,0.0,0.0
46,2015-03-10,0.0,0.0
46,2015-03-11,0.0,0.0
46,2015-03-12,0.0,0.0
46,2015-03-13,0.0,0.0
46,2015-03-14,0.0,0.0
46,2015-03-15,0.0,0.0
46,2015-03-16,0.0,0.0
46,2015-03-17,0.0,0.0
46,2015-03-18,1.0,2.0
46,2015-03-19,12.0,11.0
46,2015-03-20,31.0,25.0
46,2015-03-21,28.0,35.0
46,2015-03-22,25.0,18.0
46,2015-03-23,31.0,31.0
46,2015-03-24,26.0,24.0
46,2015-03-25,19.0,28.0
46,2015-03-26,24.0,23.0
46,2015-03-27,20.0,13.0
46,2015-03-28,35.0,30.0
46,2015-03-29,29.0,32.0
46,2015-03-30,31.0,33.0
46,2015-03-31,45.0,35.0
46,2015-04-01,16.0,20.0
46,2015-04-02,23.0,16.0
46,2015-04-03,30.0,25.0
46,2015-04-04,14.0,12.0
46,2015-04-05,17.0,22.0
46,2015-04-06,22.0,17.0
46,2015-04-07,21.0,24.0
46,2015-04-08,31.0,23.0
46,2015-04-09,30.0,22.0
46,2015-04-10,40.0,46.0
46,2015-04-11,29.0,21.0
46,2015-04-12,23.0,32.0
46,2015-04-13,21.0,16.0
46,2015-04-14,38.0,37.0
46,2015-04-15,38.0,27.0
46,2015-04-16,36.0,30.0
46,2015-04-17,31.0,34.0
46,2015-04-18,36.0,34.0
46,2015-04-19,22.0,21.0
46,2015-04-20,35.0,37.0
46,2015-04-21,35.0,33.0
46,2015-04-22,33.0,34.0
46,2015-04-23,34.0,34.0
46,2015-04-24,24.0,19.0
46,2015-04-25,20.0,17.0
46,2015-04-26,30.0,20.0
46,2015-04-27,24.0,19.0
46,2015-04-28,18.0,32.0
46,2015-04-29,31.0,32.0
46,2015-04-30,36.0,24.0
46,2015-05-01,23.0,32.0
46,2015-05-02,11.0,10.0
46,2015-05-03,34.0,30.0
46,2015-05-04,27.0,35.0
46,2015-05-05,38.0,46.0
46,2015-05-06,48.0,48.0
46,2015-05-07,40.0,40.0
46,2015-05-08,19.0,26.0
46,2015-05-09,32.0,34.0
46,2015-05-10,17.0,19.0
46,2015-05-11,13.0,13.0
46,2015-05-12,42.0,47.0
46,2015-05-13,27.0,37.0
46,2015-05-14,36.0,33.0
46,2015-05-15,27.0,26.0
46,2015-05-16,45.0,49.0
46,2015-05-17,31.0,35.0
46,2015-05-18,45.0,49.0
46,2015-05-19,52.0,50.0
46,2015-05-20,33.0,37.0
46,2015-05-21,46.0,41.0
46,2015-05-22,23.0,28.0
46,2015-05-23,39.0,39.0
46,2015-05-24,39.0,36.0
46,2015-05-25,31.0,36.0
46,2015-05-26,38.0,47.0
46,2015-05-27,20.0,17.0
46,2015-05-28,41.0,47.0
46,2015-05-29,20.0,28.0
46,2015-05-30,35.0,39.0
46,2015-05-31,35.0,38.0
46,2015-06-01,29.0,39.0
46,2015-06-02,24.0,26.0
46,2015-06-03,23.0,28.0
46,2015-06-04,28.0,32.0
46,2015-06-05,36.0,34.0
46,2015-06-06,33.0,42.0
46,2015-06-07,25.0,39.0
46,2015-06-08,35.0,32.0
46,2015-06-09,31.0,38.0
46,2015-06-10,27.0,32.0
46,2015-06-11,35.0,33.0
46,2015-06-12,35.0,38.0
46,2015-06-13,30.0,34.0
46,2015-06-14,27.0,26.0
46,2015-06-15,23.0,24.0
46,2015-06-16,29.0,30.0
46,2015-06-17,30.0,23.0
46,2015-06-18,31.0,30.0
46,2015-06-19,41.0,37.0
46,2015-06-20,26.0,32.0
46,2015-06-21,27.0,28.0
46,2015-06-22,22.0,17.0
46,2015-06-23,26.0,24.0
46,2015-06-24,9.0,8.0
46,2015-06-25,11.0,10.0
46,2015-06-26,34.0,35.0
46,2015-06-27,28.0,25.0
46,2015-06-28,30.0,24.0
46,2015-06-29,10.0,14.0
46,2015-06-30,20.0,20.0
46,2015-07-01,30.0,34.0
46,2015-07-02,32.0,29.0
46,2015-07-03,35.0,28.0
46,2015-07-04,29.0,29.0
46,2015-07-05,36.0,30.0
46,2015-07-06,24.0,23.0
46,2015-07-07,37.0,34.0
46,2015-07-08,40.0,36.0
46,2015-07-09,31.0,33.0
46,2015-07-10,33.0,24.0
46,2015-07-11,22.0,21.0
46,2015-07-12,30.0,29.0
46,2015-07-13,30.0,28.0
46,2015-07-14,25.0,34.0
46,2015-07-15,24.0,32.0
46,2015-07-16,42.0,47.0
46,2015-07-17,14.0,13.0
46,2015-07-18,21.0,17.0
46,2015-07-19,10.0,13.0
46,2015-07-20,34.0,33.0
46,2015-07-21,46.0,40.0
46,2015-07-22,26.0,28.0
46,2015-07-23,38.0,37.0
46,2015-07-24,13.0,21.0
46,2015-07-25,26.0,33.0
46,2015-07-26,20.0,16.0
46,2015-07-27,18.0,24.0
46,2015-07-28,23.0,17.0
46,2015-07-29,22.0,18.0
46,2015-07-30,30.0,30.0
46,2015-07-31,10.0,14.0
46,2015-08-01,27.0,31.0
46,2015-08-02,16.0,24.0
46,2015-08-03,12.0,15.0
46,2015-08-04,21.0,25.0
46,2015-08-05,24.0,23.0
46,2015-08-06,26.0,31.0
46,2015-08-07,22.0,26.0
46,2015-08-08,37.0,33.0
46,2015-08-09,28.0,25.0
46,2015-08-10,3.0,2.0
46,2015-08-11,39.0,38.0
46,2015-08-12,32.0,40.0
46,2015-08-13,25.0,29.0
46,2015-08-14,15.0,25.0
46,2015-08-15,26.0,35.0
46,2015-08-16,23.0,26.0
46,2015-08-17,19.0,17.0
46,2015-08-18,23.0,31.0
46,2015-08-19,13.0,28.0
46,2015-08-20,21.0,26.0
46,2015-08-21,27.0,32.0
46,2015-08-22,29.0,39.0
46,2015-08-23,21.0,23.0
46,2015-08-24,9.0,12.0
46,2015-08-25,25.0,27.0
46,2015-08-26,24.0,29.0
46,2015-08-27,15.0,22.0
46,2015-08-28,31.0,42.0
46,2015-08-29,22.0,28.0
46,2015-08-30,27.0,40.0
46,2015-08-31,32.0,31.0
47,2015-01-01,6.0,6.0
47,2015-01-02,9.0,10.0
47,2015-01-03,8.0,7.0
47,2015-01-04,7.0,5.0
47,2015-01-05,5.0,5.0
47,2015-01-06,5.0,9.0
47,2015-01-07,9.0,11.0
47,2015-01-08,7.0,4.0
47,2015-01-09,11.0,8.0
47,2015-01-10,6.0,6.0
47,2015-01-11,5.0,6.0
47,2015-01-12,7.0,8.0
47,2015-01-13,11.0,6.0
47,2015-01-14,10.0,12.0
47,2015-01-15,16.0,12.0
47,2015-01-16,12.0,15.0
47,2015-01-17,8.0,10.0
47,2015-01-18,11.0,14.0
47,2015-01-19,16.0,9.0
47,2015-01-20,12.0,16.0
47,2015-01-21,13.0,14.0
47,2015-01-22,18.0,9.0
47,2015-01-23,15.0,19.0
47,2015-01-24,23.0,18.0
47,2015-01-25,9.0,5.0
47,2015-01-26,16.0,15.0
47,2015-01-27,10.0,13.0
47,2015-01-28,14.0,8.0
47,2015-01-29,8.0,7.0
47,2015-01-30,10.0,12.0
47,2015-01-31,14.0,14.0
47,2015-02-01,12.0,12.0
47,2015-02-02,10.0,11.0
47,2015-02-03,22.0,16.0
47,2015-02-04,17.0,18.0
47,2015-02-05,15.0,21.0
47,2015-02-06,19.0,18.0
47,2015-02-07,14.0,17.0
47,2015-02-08,9.0,8.0
47,2015-02-09,8.0,12.0
47,2015-02-10,13.0,13.0
47,2015-02-11,13.0,12.0
47,2015-02-12,14.0,18.0
47,2015-02-13,14.0,16.0
47,2015-02-14,11.0,13.0
47,2015-02-15,10.0,7.0
47,2015-02-16,13.0,17.0
47,2015-02-17,11.0,9.0
47,2015-02-18,11.0,12.0
47,2015-02-19,10.0,12.0
47,2015-02-20,4.0,8.0
47,2015-02-21,4.0,3.0
47,2015-02-22,9.0,3.0
47,2015-02-23,10.0,10.0
47,2015-02-24,11.0,12.0
47,2015-02-25,9.0,9.0
47,2015-02-26,17.0,20.0
47,2015-02-27,13.0,13.0
47,2015-02-28,4.0,7.0
47,2015-03-01,18.0,17.0
47,2015-03-02,24.0,26.0
47,2015-03-03,23.0,21.0
47,2015-03-04,24.0,25.0
47,2015-03-05,27.0,27.0
47,2015-03-06,19.0,22.0
47,2015-03-07,15.0,18.0
47,2015-03-08,16.0,12.0
47,2015-03-09,20.0,29.0
47,2015-03-10,26.0,26.0
47,2015-03-11,36.0,34.0
47,2015-03-12,43.0,44.0
47,2015-03-13,39.0,39.0
47,2015-03-14,25.0,33.0
47,2015-03-15,26.0,33.0
47,2015-03-16,32.0,29.0
47,2015-03-17,16.0,23.0
47,2015-03-18,10.0,6.0
47,2015-03-19,34.0,35.0
47,2015-03-20,42.0,35.0
47,2015-03-21,29.0,35.0
47,2015-03-22,29.0,23.0
47,2015-03-23,30.0,30.0
47,2015-03-24,35.0,33.0
47,2015-03-25,35.0,31.0
47,2015-03-26,46.0,31.0
47,2015-03-27,37.0,38.0
47,2015-03-28,43.0,48.0
47,2015-03-29,23.0,26.0
47,2015-03-30,37.0,34.0
47,2015-03-31,42.0,45.0
47,2015-04-01,31.0,37.0
47,2015-04-02,33.0,33.0
47,2015-04-03,40.0,39.0
47,2015-04-04,15.0,11.0
47,2015-04-05,8.0,9.0
47,2015-04-06,19.0,17.0
47,2015-04-07,38.0,29.0
47,2015-04-08,47.0,53.0
47,2015-04-09,37.0,47.0
47,2015-04-10,35.0,36.0
47,2015-04-11,31.0,34.0
47,2015-04-12,25.0,22.0
47,2015-04-13,27.0,33.0
47,2015-04-14,47.0,53.0
47,2015-04-15,37.0,38.0
47,2015-04-16,37.0,44.0
47,2015-04-17,37.0,37.0
47,2015-04-18,30.0,32.0
47,2015-04-19,11.0,11.0
47,2015-04-20,29.0,39.0
47,2015-04-21,37.0,46.0
47,2015-04-22,36.0,45.0
47,2015-04-23,42.0,42.0
47,2015-04-24,40.0,38.0
47,2015-04-25,28.0,34.0
47,2015-04-26,34.0,36.0
47,2015-04-27,40.0,38.0
47,2015-04-28,18.0,27.0
47,2015-04-29,44.0,48.0
47,2015-04-30,35.0,39.0
47,2015-05-01,29.0,30.0
47,2015-05-02,7.0,4.0
47,2015-05-03,36.0,35.0
47,2015-05-04,34.0,36.0
47,2015-05-05,32.0,35.0
47,2015-05-06,48.0,51.0
47,2015-05-07,53.0,51.0
47,2015-05-08,19.0,35.0
47,2015-05-09,33.0,43.0
47,2015-05-10,34.0,28.0
47,2015-05-11,15.0,13.0
47,2015-05-12,48.0,44.0
47,2015-05-13,45.0,43.0
47,2015-05-14,36.0,43.0
47,2015-05-15,35.0,25.0
47,2015-05-16,33.0,41.0
47,2015-05-17,31.0,30.0
47,2015-05-18,55.0,49.0
47,2015-05-19,53.0,51.0
47,2015-05-20,44.0,42.0
47,2015-05-21,48.0,41.0
47,2015-05-22,38.0,44.0
47,2015-05-23,34.0,29.0
47,2015-05-24,43.0,35.0
47,2015-05-25,53.0,42.0
47,2015-05-26,37.0,26.0
47,2015-05-27,20.0,16.0
47,2015-05-28,34.0,32.0
47,2015-05-29,13.0,28.0
47,2015-05-30,31.0,28.0
47,2015-05-31,24.0,29.0
47,2015-06-01,44.0,41.0
47,2015-06-02,26.0,28.0
47,2015-06-03,42.0,50.0
47,2015-06-04,38.0,43.0
47,2015-06-05,51.0,43.0
47,2015-06-06,24.0,30.0
47,2015-06-07,28.0,29.0
47,2015-06-08,44.0,51.0
47,2015-06-09,40.0,33.0
47,2015-06-10,36.0,30.0
47,2015-06-11,39.0,39.0
47,2015-06-12,36.0,41.0
47,2015-06-13,29.0,33.0
47,2015-06-14,30.0,30.0
47,2015-06-15,28.0,26.0
47,2015-06-16,20.0,26.0
47,2015-06-17,24.0,25.0
47,2015-06-18,36.0,34.0
47,2015-06-19,41.0,44.0
47,2015-06-20,26.0,29.0
47,2015-06-21,29.0,30.0
47,2015-06-22,29.0,26.0
47,2015-06-23,26.0,26.0
47,2015-06-24,9.0,5.0
47,2015-06-25,22.0,15.0
47,2015-06-26,35.0,34.0
47,2015-06-27,22.0,19.0
47,2015-06-28,27.0,17.0
47,2015-06-29,13.0,14.0
47,2015-06-30,26.0,13.0
47,2015-07-01,33.0,32.0
47,2015-07-02,27.0,23.0
47,2015-07-03,24.0,26.0
47,2015-07-04,35.0,28.0
47,2015-07-05,31.0,25.0
47,2015-07-06,22.0,24.0
47,2015-07-07,44.0,46.0
47,2015-07-08,38.0,36.0
47,2015-07-09,33.0,34.0
47,2015-07-10,19.0,25.0
47,2015-07-11,11.0,12.0
47,2015-07-12,31.0,25.0
47,2015-07-13,29.0,26.0
47,2015-07-14,24.0,26.0
47,2015-07-15,30.0,26.0
47,2015-07-16,33.0,29.0
47,2015-07-17,14.0,8.0
47,2015-07-18,11.0,11.0
47,2015-07-19,7.0,7.0
47,2015-07-20,39.0,27.0
47,2015-07-21,34.0,30.0
47,2015-07-22,38.0,25.0
47,2015-07-23,38.0,27.0
47,2015-07-24,27.0,16.0
47,2015-07-25,35.0,31.0
47,2015-07-26,18.0,25.0
47,2015-07-27,29.0,24.0
47,2015-07-28,25.0,22.0
47,2015-07-29,24.0,20.0
47,2015-07-30,27.0,27.0
47,2015-07-31,15.0,16.0
47,2015-08-01,30.0,22.0
47,2015-08-02,23.0,18.0
47,2015-08-03,38.0,30.0
47,2015-08-04,42.0,35.0
47,2015-08-05,28.0,32.0
47,2015-08-06,20.0,25.0
47,2015-08-07,31.0,26.0
47,2015-08-08,32.0,34.0
47,2015-08-09,38.0,45.0
47,2015-08-10,2.0,1.0
47,2015-08-11,37.0,38.0
47,2015-08-12,34.0,33.0
47,2015-08-13,37.0,34.0
47,2015-08-14,35.0,33.0
47,2015-08-15,31.0,35.0
47,2015-08-16,29.0,29.0
47,2015-08-17,27.0,28.0
47,2015-08-18,31.0,26.0
47,2015-08-19,23.0,25.0
47,2015-08-20,24.0,17.0
47,2015-08-21,21.0,21.0
47,2015-08-22,44.0,47.0
47,2015-08-23,23.0,26.0
47,2015-08-24,17.0,12.0
47,2015-08-25,33.0,32.0
47,2015-08-26,33.0,34.0
47,2015-08-27,27.0,29.0
47,2015-08-28,26.0,24.0
47,2015-08-29,34.0,27.0
47,2015-08-30,36.0,37.0
47,2015-08-31,38.0,30.0
48,2015-01-01,10.0,9.0
