SHEDID,time,RT,LEASE,date1,week_day,date
49,2015-05-20,69.0,74.0,2015-05-20,3,2015-05-20
49,2015-05-21,63.0,49.0,2015-05-21,4,2015-05-21
49,2015-05-22,57.0,58.0,2015-05-22,5,2015-05-22
49,2015-05-23,56.0,51.0,2015-05-23,6,2015-05-23
49,2015-05-24,44.0,48.0,2015-05-24,7,2015-05-24
49,2015-05-25,46.0,46.0,2015-05-25,1,2015-05-25
49,2015-05-26,53.0,45.0,2015-05-26,2,2015-05-26
49,2015-05-27,31.0,18.0,2015-05-27,3,2015-05-27
49,2015-05-28,64.0,61.0,2015-05-28,4,2015-05-28
49,2015-05-29,33.0,42.0,2015-05-29,5,2015-05-29
49,2015-05-30,46.0,37.0,2015-05-30,6,2015-05-30
49,2015-05-31,54.0,44.0,2015-05-31,7,2015-05-31
49,2015-06-01,52.0,51.0,2015-06-01,1,2015-06-01
49,2015-06-02,42.0,36.0,2015-06-02,2,2015-06-02
49,2015-06-03,60.0,57.0,2015-06-03,3,2015-06-03
49,2015-06-04,45.0,44.0,2015-06-04,4,2015-06-04
49,2015-06-05,65.0,58.0,2015-06-05,5,2015-06-05
49,2015-06-06,60.0,55.0,2015-06-06,6,2015-06-06
49,2015-06-07,45.0,42.0,2015-06-07,7,2015-06-07
49,2015-06-08,57.0,50.0,2015-06-08,1,2015-06-08
49,2015-06-09,58.0,65.0,2015-06-09,2,2015-06-09
49,2015-06-10,59.0,52.0,2015-06-10,3,2015-06-10
49,2015-06-11,59.0,61.0,2015-06-11,4,2015-06-11
49,2015-06-12,53.0,48.0,2015-06-12,5,2015-06-12
49,2015-06-13,55.0,36.0,2015-06-13,6,2015-06-13
49,2015-06-14,48.0,39.0,2015-06-14,7,2015-06-14
49,2015-06-15,48.0,45.0,2015-06-15,1,2015-06-15
49,2015-06-16,53.0,42.0,2015-06-16,2,2015-06-16
49,2015-06-17,52.0,28.0,2015-06-17,3,2015-06-17
49,2015-06-18,58.0,56.0,2015-06-18,4,2015-06-18
49,2015-06-19,50.0,46.0,2015-06-19,5,2015-06-19
49,2015-06-20,27.0,28.0,2015-06-20,6,2015-06-20
49,2015-06-21,35.0,30.0,2015-06-21,7,2015-06-21
49,2015-06-22,44.0,47.0,2015-06-22,1,2015-06-22
49,2015-06-23,56.0,51.0,2015-06-23,2,2015-06-23
49,2015-06-24,12.0,7.0,2015-06-24,3,2015-06-24
49,2015-06-25,28.0,21.0,2015-06-25,4,2015-06-25
49,2015-06-26,53.0,58.0,2015-06-26,5,2015-06-26
49,2015-06-27,36.0,30.0,2015-06-27,6,2015-06-27
49,2015-06-28,47.0,44.0,2015-06-28,7,2015-06-28
49,2015-06-29,36.0,27.0,2015-06-29,1,2015-06-29
49,2015-06-30,43.0,19.0,2015-06-30,2,2015-06-30
49,2015-07-01,50.0,56.0,2015-07-01,3,2015-07-01
49,2015-07-02,59.0,53.0,2015-07-02,4,2015-07-02
49,2015-07-03,55.0,49.0,2015-07-03,5,2015-07-03
49,2015-07-04,53.0,45.0,2015-07-04,6,2015-07-04
49,2015-07-05,42.0,35.0,2015-07-05,7,2015-07-05
49,2015-07-06,23.0,30.0,2015-07-06,1,2015-07-06
49,2015-07-07,73.0,63.0,2015-07-07,2,2015-07-07
49,2015-07-08,51.0,60.0,2015-07-08,3,2015-07-08
49,2015-07-09,67.0,61.0,2015-07-09,4,2015-07-09
49,2015-07-10,51.0,57.0,2015-07-10,5,2015-07-10
49,2015-07-11,15.0,27.0,2015-07-11,6,2015-07-11
49,2015-07-12,43.0,36.0,2015-07-12,7,2015-07-12
49,2015-07-13,52.0,63.0,2015-07-13,1,2015-07-13
49,2015-07-14,39.0,45.0,2015-07-14,2,2015-07-14
49,2015-07-15,57.0,45.0,2015-07-15,3,2015-07-15
49,2015-07-16,57.0,50.0,2015-07-16,4,2015-07-16
49,2015-07-17,26.0,21.0,2015-07-17,5,2015-07-17
49,2015-07-18,18.0,19.0,2015-07-18,6,2015-07-18
49,2015-07-19,11.0,13.0,2015-07-19,7,2015-07-19
49,2015-07-20,39.0,40.0,2015-07-20,1,2015-07-20
49,2015-07-21,56.0,53.0,2015-07-21,2,2015-07-21
49,2015-07-22,55.0,61.0,2015-07-22,3,2015-07-22
49,2015-07-23,64.0,64.0,2015-07-23,4,2015-07-23
49,2015-07-24,42.0,43.0,2015-07-24,5,2015-07-24
49,2015-07-25,41.0,42.0,2015-07-25,6,2015-07-25
49,2015-07-26,18.0,23.0,2015-07-26,7,2015-07-26
49,2015-07-27,53.0,43.0,2015-07-27,1,2015-07-27
49,2015-07-28,48.0,51.0,2015-07-28,2,2015-07-28
49,2015-07-29,51.0,45.0,2015-07-29,3,2015-07-29
49,2015-07-30,34.0,44.0,2015-07-30,4,2015-07-30
49,2015-07-31,32.0,38.0,2015-07-31,5,2015-07-31
49,2015-08-01,25.0,21.0,2015-08-01,6,2015-08-01
49,2015-08-02,34.0,42.0,2015-08-02,7,2015-08-02
49,2015-08-03,32.0,32.0,2015-08-03,1,2015-08-03
49,2015-08-04,35.0,27.0,2015-08-04,2,2015-08-04
49,2015-08-05,30.0,30.0,2015-08-05,3,2015-08-05
49,2015-08-06,33.0,35.0,2015-08-06,4,2015-08-06
49,2015-08-07,41.0,29.0,2015-08-07,5,2015-08-07
49,2015-08-08,31.0,31.0,2015-08-08,6,2015-08-08
49,2015-08-09,31.0,22.0,2015-08-09,7,2015-08-09
49,2015-08-10,2.0,10.0,2015-08-10,1,2015-08-10
49,2015-08-11,46.0,39.0,2015-08-11,2,2015-08-11
49,2015-08-12,42.0,48.0,2015-08-12,3,2015-08-12
49,2015-08-13,48.0,52.0,2015-08-13,4,2015-08-13
49,2015-08-14,47.0,44.0,2015-08-14,5,2015-08-14
49,2015-08-15,34.0,30.0,2015-08-15,6,2015-08-15
49,2015-08-16,25.0,28.0,2015-08-16,7,2015-08-16
49,2015-08-17,45.0,38.0,2015-08-17,1,2015-08-17
49,2015-08-18,48.0,42.0,2015-08-18,2,2015-08-18
49,2015-08-19,33.0,43.0,2015-08-19,3,2015-08-19
49,2015-08-20,37.0,23.0,2015-08-20,4,2015-08-20
49,2015-08-21,45.0,35.0,2015-08-21,5,2015-08-21
49,2015-08-22,59.0,46.0,2015-08-22,6,2015-08-22
49,2015-08-23,34.0,33.0,2015-08-23,7,2015-08-23
49,2015-08-24,57.0,27.0,2015-08-24,1,2015-08-24
49,2015-08-25,52.0,46.0,2015-08-25,2,2015-08-25
49,2015-08-26,55.0,45.0,2015-08-26,3,2015-08-26
49,2015-08-27,44.0,37.0,2015-08-27,4,2015-08-27
49,2015-08-28,41.0,41.0,2015-08-28,5,2015-08-28
49,2015-08-29,47.0,38.0,2015-08-29,6,2015-08-29
49,2015-08-30,42.0,51.0,2015-08-30,7,2015-08-30
49,2015-08-31,49.0,42.0,2015-08-31,1,2015-08-31
50,2015-01-01,9.0,11.0,2015-01-01,4,2015-01-01
50,2015-01-02,15.0,16.0,2015-01-02,5,2015-01-02
50,2015-01-03,13.0,13.0,2015-01-03,6,2015-01-03
50,2015-01-04,25.0,27.0,2015-01-04,7,2015-01-04
50,2015-01-05,30.0,33.0,2015-01-05,1,2015-01-05
50,2015-01-06,17.0,16.0,2015-01-06,2,2015-01-06
50,2015-01-07,30.0,26.0,2015-01-07,3,2015-01-07
50,2015-01-08,37.0,37.0,2015-01-08,4,2015-01-08
50,2015-01-09,40.0,46.0,2015-01-09,5,2015-01-09
50,2015-01-10,20.0,26.0,2015-01-10,6,2015-01-10
50,2015-01-11,28.0,25.0,2015-01-11,7,2015-01-11
50,2015-01-12,33.0,47.0,2015-01-12,1,2015-01-12
50,2015-01-13,46.0,46.0,2015-01-13,2,2015-01-13
50,2015-01-14,47.0,52.0,2015-01-14,3,2015-01-14
50,2015-01-15,66.0,65.0,2015-01-15,4,2015-01-15
50,2015-01-16,54.0,64.0,2015-01-16,5,2015-01-16
50,2015-01-17,37.0,34.0,2015-01-17,6,2015-01-17
50,2015-01-18,25.0,20.0,2015-01-18,7,2015-01-18
50,2015-01-19,62.0,61.0,2015-01-19,1,2015-01-19
50,2015-01-20,63.0,64.0,2015-01-20,2,2015-01-20
50,2015-01-21,58.0,62.0,2015-01-21,3,2015-01-21
50,2015-01-22,63.0,55.0,2015-01-22,4,2015-01-22
50,2015-01-23,64.0,74.0,2015-01-23,5,2015-01-23
50,2015-01-24,33.0,32.0,2015-01-24,6,2015-01-24
50,2015-01-25,11.0,9.0,2015-01-25,7,2015-01-25
50,2015-01-26,69.0,72.0,2015-01-26,1,2015-01-26
50,2015-01-27,51.0,59.0,2015-01-27,2,2015-01-27
50,2015-01-28,61.0,75.0,2015-01-28,3,2015-01-28
50,2015-01-29,50.0,51.0,2015-01-29,4,2015-01-29
50,2015-01-30,54.0,53.0,2015-01-30,5,2015-01-30
50,2015-01-31,33.0,31.0,2015-01-31,6,2015-01-31
50,2015-02-01,25.0,22.0,2015-02-01,7,2015-02-01
50,2015-02-02,70.0,81.0,2015-02-02,1,2015-02-02
50,2015-02-03,85.0,82.0,2015-02-03,2,2015-02-03
50,2015-02-04,94.0,86.0,2015-02-04,3,2015-02-04
50,2015-02-05,87.0,85.0,2015-02-05,4,2015-02-05
50,2015-02-06,83.0,100.0,2015-02-06,5,2015-02-06
50,2015-02-07,40.0,29.0,2015-02-07,6,2015-02-07
50,2015-02-08,21.0,17.0,2015-02-08,7,2015-02-08
50,2015-02-09,76.0,69.0,2015-02-09,1,2015-02-09
50,2015-02-10,78.0,77.0,2015-02-10,2,2015-02-10
50,2015-02-11,104.0,100.0,2015-02-11,3,2015-02-11
50,2015-02-12,94.0,100.0,2015-02-12,4,2015-02-12
50,2015-02-13,92.0,81.0,2015-02-13,5,2015-02-13
50,2015-02-14,27.0,38.0,2015-02-14,6,2015-02-14
50,2015-02-15,32.0,49.0,2015-02-15,7,2015-02-15
50,2015-02-16,64.0,64.0,2015-02-16,1,2015-02-16
50,2015-02-17,60.0,59.0,2015-02-17,2,2015-02-17
50,2015-02-18,8.0,3.0,2015-02-18,3,2015-02-18
50,2015-02-19,2.0,4.0,2015-02-19,4,2015-02-19
50,2015-02-20,6.0,6.0,2015-02-20,5,2015-02-20
50,2015-02-21,11.0,11.0,2015-02-21,6,2015-02-21
50,2015-02-22,8.0,6.0,2015-02-22,7,2015-02-22
50,2015-02-23,10.0,12.0,2015-02-23,1,2015-02-23
50,2015-02-24,22.0,14.0,2015-02-24,2,2015-02-24
50,2015-02-25,69.0,67.0,2015-02-25,3,2015-02-25
50,2015-02-26,90.0,92.0,2015-02-26,4,2015-02-26
50,2015-02-27,87.0,83.0,2015-02-27,5,2015-02-27
50,2015-02-28,31.0,23.0,2015-02-28,6,2015-02-28
50,2015-03-01,35.0,24.0,2015-03-01,7,2015-03-01
50,2015-03-02,91.0,85.0,2015-03-02,1,2015-03-02
50,2015-03-03,96.0,93.0,2015-03-03,2,2015-03-03
50,2015-03-04,80.0,82.0,2015-03-04,3,2015-03-04
50,2015-03-05,81.0,89.0,2015-03-05,4,2015-03-05
50,2015-03-06,100.0,96.0,2015-03-06,5,2015-03-06
50,2015-03-07,50.0,50.0,2015-03-07,6,2015-03-07
50,2015-03-08,24.0,23.0,2015-03-08,7,2015-03-08
50,2015-03-09,68.0,85.0,2015-03-09,1,2015-03-09
50,2015-03-10,112.0,112.0,2015-03-10,2,2015-03-10
50,2015-03-11,105.0,121.0,2015-03-11,3,2015-03-11
50,2015-03-12,107.0,107.0,2015-03-12,4,2015-03-12
50,2015-03-13,114.0,121.0,2015-03-13,5,2015-03-13
50,2015-03-14,54.0,52.0,2015-03-14,6,2015-03-14
50,2015-03-15,37.0,30.0,2015-03-15,7,2015-03-15
50,2015-03-16,125.0,126.0,2015-03-16,1,2015-03-16
50,2015-03-17,70.0,45.0,2015-03-17,2,2015-03-17
50,2015-03-18,48.0,37.0,2015-03-18,3,2015-03-18
50,2015-03-19,121.0,119.0,2015-03-19,4,2015-03-19
50,2015-03-20,122.0,128.0,2015-03-20,5,2015-03-20
50,2015-03-21,70.0,70.0,2015-03-21,6,2015-03-21
50,2015-03-22,38.0,27.0,2015-03-22,7,2015-03-22
50,2015-03-23,104.0,132.0,2015-03-23,1,2015-03-23
50,2015-03-24,133.0,114.0,2015-03-24,2,2015-03-24
50,2015-03-25,102.0,136.0,2015-03-25,3,2015-03-25
50,2015-03-26,120.0,118.0,2015-03-26,4,2015-03-26
50,2015-03-27,93.0,105.0,2015-03-27,5,2015-03-27
50,2015-03-28,62.0,64.0,2015-03-28,6,2015-03-28
50,2015-03-29,38.0,41.0,2015-03-29,7,2015-03-29
50,2015-03-30,137.0,135.0,2015-03-30,1,2015-03-30
50,2015-03-31,166.0,153.0,2015-03-31,2,2015-03-31
50,2015-04-01,105.0,122.0,2015-04-01,3,2015-04-01
50,2015-04-02,113.0,109.0,2015-04-02,4,2015-04-02
50,2015-04-03,129.0,113.0,2015-04-03,5,2015-04-03
50,2015-04-04,18.0,23.0,2015-04-04,6,2015-04-04
50,2015-04-05,9.0,7.0,2015-04-05,7,2015-04-05
50,2015-04-06,23.0,20.0,2015-04-06,1,2015-04-06
50,2015-04-07,94.0,97.0,2015-04-07,2,2015-04-07
50,2015-04-08,122.0,118.0,2015-04-08,3,2015-04-08
50,2015-04-09,144.0,125.0,2015-04-09,4,2015-04-09
50,2015-04-10,114.0,141.0,2015-04-10,5,2015-04-10
50,2015-04-11,70.0,58.0,2015-04-11,6,2015-04-11
50,2015-04-12,45.0,35.0,2015-04-12,7,2015-04-12
50,2015-04-13,93.0,97.0,2015-04-13,1,2015-04-13
50,2015-04-14,124.0,127.0,2015-04-14,2,2015-04-14
50,2015-04-15,129.0,135.0,2015-04-15,3,2015-04-15
50,2015-04-16,130.0,141.0,2015-04-16,4,2015-04-16
50,2015-04-17,123.0,120.0,2015-04-17,5,2015-04-17
50,2015-04-18,57.0,43.0,2015-04-18,6,2015-04-18
50,2015-04-19,5.0,13.0,2015-04-19,7,2015-04-19
50,2015-04-20,137.0,142.0,2015-04-20,1,2015-04-20
50,2015-04-21,138.0,134.0,2015-04-21,2,2015-04-21
50,2015-04-22,139.0,127.0,2015-04-22,3,2015-04-22
50,2015-04-23,133.0,135.0,2015-04-23,4,2015-04-23
50,2015-04-24,139.0,141.0,2015-04-24,5,2015-04-24
50,2015-04-25,40.0,44.0,2015-04-25,6,2015-04-25
50,2015-04-26,30.0,32.0,2015-04-26,7,2015-04-26
50,2015-04-27,120.0,137.0,2015-04-27,1,2015-04-27
50,2015-04-28,107.0,97.0,2015-04-28,2,2015-04-28
50,2015-04-29,97.0,114.0,2015-04-29,3,2015-04-29
50,2015-04-30,110.0,114.0,2015-04-30,4,2015-04-30
50,2015-05-01,24.0,24.0,2015-05-01,5,2015-05-01
50,2015-05-02,7.0,8.0,2015-05-02,6,2015-05-02
50,2015-05-03,35.0,24.0,2015-05-03,7,2015-05-03
50,2015-05-04,113.0,135.0,2015-05-04,1,2015-05-04
50,2015-05-05,136.0,143.0,2015-05-05,2,2015-05-05
50,2015-05-06,141.0,146.0,2015-05-06,3,2015-05-06
50,2015-05-07,132.0,138.0,2015-05-07,4,2015-05-07
50,2015-05-08,107.0,73.0,2015-05-08,5,2015-05-08
50,2015-05-09,47.0,43.0,2015-05-09,6,2015-05-09
50,2015-05-10,44.0,25.0,2015-05-10,7,2015-05-10
50,2015-05-11,30.0,44.0,2015-05-11,1,2015-05-11
50,2015-05-12,109.0,135.0,2015-05-12,2,2015-05-12
50,2015-05-13,64.0,81.0,2015-05-13,3,2015-05-13
50,2015-05-14,105.0,109.0,2015-05-14,4,2015-05-14
50,2015-05-15,35.0,55.0,2015-05-15,5,2015-05-15
50,2015-05-16,60.0,43.0,2015-05-16,6,2015-05-16
50,2015-05-17,35.0,36.0,2015-05-17,7,2015-05-17
50,2015-05-18,141.0,164.0,2015-05-18,1,2015-05-18
50,2015-05-19,117.0,118.0,2015-05-19,2,2015-05-19
50,2015-05-20,139.0,146.0,2015-05-20,3,2015-05-20
50,2015-05-21,113.0,125.0,2015-05-21,4,2015-05-21
50,2015-05-22,118.0,90.0,2015-05-22,5,2015-05-22
50,2015-05-23,62.0,56.0,2015-05-23,6,2015-05-23
50,2015-05-24,32.0,32.0,2015-05-24,7,2015-05-24
50,2015-05-25,121.0,133.0,2015-05-25,1,2015-05-25
50,2015-05-26,143.0,141.0,2015-05-26,2,2015-05-26
50,2015-05-27,56.0,60.0,2015-05-27,3,2015-05-27
50,2015-05-28,123.0,118.0,2015-05-28,4,2015-05-28
50,2015-05-29,67.0,44.0,2015-05-29,5,2015-05-29
50,2015-05-30,51.0,55.0,2015-05-30,6,2015-05-30
50,2015-05-31,39.0,41.0,2015-05-31,7,2015-05-31
50,2015-06-01,114.0,115.0,2015-06-01,1,2015-06-01
50,2015-06-02,84.0,86.0,2015-06-02,2,2015-06-02
50,2015-06-03,106.0,128.0,2015-06-03,3,2015-06-03
50,2015-06-04,111.0,109.0,2015-06-04,4,2015-06-04
50,2015-06-05,111.0,108.0,2015-06-05,5,2015-06-05
50,2015-06-06,51.0,54.0,2015-06-06,6,2015-06-06
50,2015-06-07,29.0,36.0,2015-06-07,7,2015-06-07
50,2015-06-08,108.0,121.0,2015-06-08,1,2015-06-08
50,2015-06-09,130.0,134.0,2015-06-09,2,2015-06-09
50,2015-06-10,97.0,92.0,2015-06-10,3,2015-06-10
50,2015-06-11,114.0,119.0,2015-06-11,4,2015-06-11
50,2015-06-12,100.0,95.0,2015-06-12,5,2015-06-12
50,2015-06-13,49.0,37.0,2015-06-13,6,2015-06-13
50,2015-06-14,32.0,36.0,2015-06-14,7,2015-06-14
50,2015-06-15,100.0,97.0,2015-06-15,1,2015-06-15
50,2015-06-16,98.0,87.0,2015-06-16,2,2015-06-16
50,2015-06-17,60.0,74.0,2015-06-17,3,2015-06-17
50,2015-06-18,97.0,119.0,2015-06-18,4,2015-06-18
50,2015-06-19,110.0,104.0,2015-06-19,5,2015-06-19
50,2015-06-20,28.0,32.0,2015-06-20,6,2015-06-20
50,2015-06-21,31.0,44.0,2015-06-21,7,2015-06-21
50,2015-06-22,43.0,43.0,2015-06-22,1,2015-06-22
50,2015-06-23,98.0,110.0,2015-06-23,2,2015-06-23
50,2015-06-24,17.0,23.0,2015-06-24,3,2015-06-24
50,2015-06-25,20.0,51.0,2015-06-25,4,2015-06-25
50,2015-06-26,104.0,101.0,2015-06-26,5,2015-06-26
50,2015-06-27,26.0,35.0,2015-06-27,6,2015-06-27
50,2015-06-28,21.0,26.0,2015-06-28,7,2015-06-28
50,2015-06-29,71.0,54.0,2015-06-29,1,2015-06-29
50,2015-06-30,39.0,66.0,2015-06-30,2,2015-06-30
50,2015-07-01,122.0,112.0,2015-07-01,3,2015-07-01
50,2015-07-02,118.0,109.0,2015-07-02,4,2015-07-02
50,2015-07-03,104.0,98.0,2015-07-03,5,2015-07-03
50,2015-07-04,60.0,47.0,2015-07-04,6,2015-07-04
50,2015-07-05,40.0,43.0,2015-07-05,7,2015-07-05
50,2015-07-06,101.0,74.0,2015-07-06,1,2015-07-06
50,2015-07-07,140.0,135.0,2015-07-07,2,2015-07-07
50,2015-07-08,122.0,110.0,2015-07-08,3,2015-07-08
50,2015-07-09,147.0,125.0,2015-07-09,4,2015-07-09
50,2015-07-10,116.0,125.0,2015-07-10,5,2015-07-10
50,2015-07-11,41.0,32.0,2015-07-11,6,2015-07-11
50,2015-07-12,39.0,36.0,2015-07-12,7,2015-07-12
50,2015-07-13,105.0,113.0,2015-07-13,1,2015-07-13
50,2015-07-14,109.0,95.0,2015-07-14,2,2015-07-14
50,2015-07-15,118.0,113.0,2015-07-15,3,2015-07-15
50,2015-07-16,126.0,118.0,2015-07-16,4,2015-07-16
50,2015-07-17,32.0,47.0,2015-07-17,5,2015-07-17
50,2015-07-18,27.0,24.0,2015-07-18,6,2015-07-18
50,2015-07-19,13.0,19.0,2015-07-19,7,2015-07-19
50,2015-07-20,105.0,122.0,2015-07-20,1,2015-07-20
50,2015-07-21,141.0,142.0,2015-07-21,2,2015-07-21
50,2015-07-22,138.0,128.0,2015-07-22,3,2015-07-22
50,2015-07-23,128.0,129.0,2015-07-23,4,2015-07-23
50,2015-07-24,99.0,99.0,2015-07-24,5,2015-07-24
50,2015-07-25,84.0,84.0,2015-07-25,6,2015-07-25
50,2015-07-26,29.0,28.0,2015-07-26,7,2015-07-26
50,2015-07-27,141.0,126.0,2015-07-27,1,2015-07-27
50,2015-07-28,107.0,102.0,2015-07-28,2,2015-07-28
50,2015-07-29,97.0,95.0,2015-07-29,3,2015-07-29
50,2015-07-30,82.0,81.0,2015-07-30,4,2015-07-30
50,2015-07-31,68.0,69.0,2015-07-31,5,2015-07-31
50,2015-08-01,31.0,48.0,2015-08-01,6,2015-08-01
50,2015-08-02,28.0,28.0,2015-08-02,7,2015-08-02
50,2015-08-03,86.0,85.0,2015-08-03,1,2015-08-03
50,2015-08-04,92.0,87.0,2015-08-04,2,2015-08-04
50,2015-08-05,97.0,97.0,2015-08-05,3,2015-08-05
50,2015-08-06,90.0,77.0,2015-08-06,4,2015-08-06
50,2015-08-07,81.0,78.0,2015-08-07,5,2015-08-07
50,2015-08-08,56.0,55.0,2015-08-08,6,2015-08-08
50,2015-08-09,38.0,35.0,2015-08-09,7,2015-08-09
50,2015-08-10,8.0,9.0,2015-08-10,1,2015-08-10
50,2015-08-11,110.0,118.0,2015-08-11,2,2015-08-11
50,2015-08-12,99.0,99.0,2015-08-12,3,2015-08-12
50,2015-08-13,105.0,107.0,2015-08-13,4,2015-08-13
50,2015-08-14,91.0,83.0,2015-08-14,5,2015-08-14
50,2015-08-15,62.0,57.0,2015-08-15,6,2015-08-15
50,2015-08-16,31.0,28.0,2015-08-16,7,2015-08-16
50,2015-08-17,86.0,104.0,2015-08-17,1,2015-08-17
50,2015-08-18,129.0,123.0,2015-08-18,2,2015-08-18
50,2015-08-19,116.0,87.0,2015-08-19,3,2015-08-19
50,2015-08-20,57.0,89.0,2015-08-20,4,2015-08-20
50,2015-08-21,97.0,102.0,2015-08-21,5,2015-08-21
50,2015-08-22,52.0,63.0,2015-08-22,6,2015-08-22
50,2015-08-23,35.0,32.0,2015-08-23,7,2015-08-23
50,2015-08-24,58.0,77.0,2015-08-24,1,2015-08-24
50,2015-08-25,116.0,120.0,2015-08-25,2,2015-08-25
50,2015-08-26,106.0,107.0,2015-08-26,3,2015-08-26
50,2015-08-27,102.0,107.0,2015-08-27,4,2015-08-27
50,2015-08-28,107.0,109.0,2015-08-28,5,2015-08-28
50,2015-08-29,41.0,54.0,2015-08-29,6,2015-08-29
50,2015-08-30,32.0,33.0,2015-08-30,7,2015-08-30
50,2015-08-31,93.0,101.0,2015-08-31,1,2015-08-31
51,2015-01-01,36.0,31.0,2015-01-01,4,2015-01-01
51,2015-01-02,32.0,36.0,2015-01-02,5,2015-01-02
51,2015-01-03,27.0,30.0,2015-01-03,6,2015-01-03
51,2015-01-04,25.0,33.0,2015-01-04,7,2015-01-04
51,2015-01-05,29.0,31.0,2015-01-05,1,2015-01-05
51,2015-01-06,21.0,25.0,2015-01-06,2,2015-01-06
51,2015-01-07,22.0,20.0,2015-01-07,3,2015-01-07
51,2015-01-08,28.0,31.0,2015-01-08,4,2015-01-08
51,2015-01-09,26.0,24.0,2015-01-09,5,2015-01-09
51,2015-01-10,45.0,41.0,2015-01-10,6,2015-01-10
51,2015-01-11,49.0,55.0,2015-01-11,7,2015-01-11
51,2015-01-12,23.0,20.0,2015-01-12,1,2015-01-12
51,2015-01-13,37.0,26.0,2015-01-13,2,2015-01-13
51,2015-01-14,32.0,27.0,2015-01-14,3,2015-01-14
51,2015-01-15,41.0,31.0,2015-01-15,4,2015-01-15
51,2015-01-16,38.0,35.0,2015-01-16,5,2015-01-16
51,2015-01-17,36.0,41.0,2015-01-17,6,2015-01-17
51,2015-01-18,46.0,52.0,2015-01-18,7,2015-01-18
51,2015-01-19,39.0,37.0,2015-01-19,1,2015-01-19
51,2015-01-20,49.0,38.0,2015-01-20,2,2015-01-20
51,2015-01-21,42.0,41.0,2015-01-21,3,2015-01-21
51,2015-01-22,46.0,38.0,2015-01-22,4,2015-01-22
51,2015-01-23,40.0,46.0,2015-01-23,5,2015-01-23
51,2015-01-24,52.0,63.0,2015-01-24,6,2015-01-24
51,2015-01-25,42.0,43.0,2015-01-25,7,2015-01-25
51,2015-01-26,47.0,39.0,2015-01-26,1,2015-01-26
51,2015-01-27,46.0,33.0,2015-01-27,2,2015-01-27
51,2015-01-28,38.0,33.0,2015-01-28,3,2015-01-28
51,2015-01-29,28.0,25.0,2015-01-29,4,2015-01-29
51,2015-01-30,30.0,24.0,2015-01-30,5,2015-01-30
51,2015-01-31,49.0,54.0,2015-01-31,6,2015-01-31
51,2015-02-01,50.0,50.0,2015-02-01,7,2015-02-01
51,2015-02-02,50.0,38.0,2015-02-02,1,2015-02-02
51,2015-02-03,59.0,56.0,2015-02-03,2,2015-02-03
51,2015-02-04,74.0,79.0,2015-02-04,3,2015-02-04
51,2015-02-05,70.0,63.0,2015-02-05,4,2015-02-05
51,2015-02-06,59.0,67.0,2015-02-06,5,2015-02-06
51,2015-02-07,72.0,87.0,2015-02-07,6,2015-02-07
51,2015-02-08,72.0,62.0,2015-02-08,7,2015-02-08
51,2015-02-09,67.0,67.0,2015-02-09,1,2015-02-09
51,2015-02-10,93.0,104.0,2015-02-10,2,2015-02-10
51,2015-02-11,94.0,108.0,2015-02-11,3,2015-02-11
51,2015-02-12,76.0,89.0,2015-02-12,4,2015-02-12
51,2015-02-13,76.0,83.0,2015-02-13,5,2015-02-13
51,2015-02-14,65.0,67.0,2015-02-14,6,2015-02-14
51,2015-02-15,39.0,41.0,2015-02-15,7,2015-02-15
51,2015-02-16,60.0,71.0,2015-02-16,1,2015-02-16
51,2015-02-17,45.0,49.0,2015-02-17,2,2015-02-17
51,2015-02-18,8.0,8.0,2015-02-18,3,2015-02-18
51,2015-02-19,6.0,9.0,2015-02-19,4,2015-02-19
51,2015-02-20,7.0,5.0,2015-02-20,5,2015-02-20
51,2015-02-21,24.0,23.0,2015-02-21,6,2015-02-21
51,2015-02-22,43.0,40.0,2015-02-22,7,2015-02-22
51,2015-02-23,46.0,39.0,2015-02-23,1,2015-02-23
51,2015-02-24,61.0,57.0,2015-02-24,2,2015-02-24
51,2015-02-25,104.0,99.0,2015-02-25,3,2015-02-25
51,2015-02-26,103.0,87.0,2015-02-26,4,2015-02-26
51,2015-02-27,80.0,72.0,2015-02-27,5,2015-02-27
51,2015-02-28,20.0,8.0,2015-02-28,6,2015-02-28
51,2015-03-01,56.0,55.0,2015-03-01,7,2015-03-01
51,2015-03-02,33.0,46.0,2015-03-02,1,2015-03-02
51,2015-03-03,49.0,53.0,2015-03-03,2,2015-03-03
51,2015-03-04,47.0,48.0,2015-03-04,3,2015-03-04
51,2015-03-05,39.0,37.0,2015-03-05,4,2015-03-05
51,2015-03-06,58.0,35.0,2015-03-06,5,2015-03-06
51,2015-03-07,71.0,79.0,2015-03-07,6,2015-03-07
51,2015-03-08,59.0,56.0,2015-03-08,7,2015-03-08
51,2015-03-09,42.0,36.0,2015-03-09,1,2015-03-09
51,2015-03-10,66.0,73.0,2015-03-10,2,2015-03-10
51,2015-03-11,61.0,52.0,2015-03-11,3,2015-03-11
51,2015-03-12,58.0,58.0,2015-03-12,4,2015-03-12
51,2015-03-13,59.0,68.0,2015-03-13,5,2015-03-13
51,2015-03-14,72.0,76.0,2015-03-14,6,2015-03-14
51,2015-03-15,81.0,86.0,2015-03-15,7,2015-03-15
51,2015-03-16,37.0,38.0,2015-03-16,1,2015-03-16
51,2015-03-17,22.0,20.0,2015-03-17,2,2015-03-17
